,id,avg_likes_per_orig_tweet,avg_retweets_per_orig_tweet,following_count,followers_count,female_pct_follower,female_pct_friend,twitter,gender,asstprof,assocprof,prof,academic,yrs_on_twitter,origtweets_year,new_following_year,followers_year,orig_likes_year,orig_rt_year,follower_to_following_ratio
897,897,4.045112782,1.988372093,141,207,0.396907216,0.393939394,1,male,0,0,0,,9,232.44444,15.666667,23,940.264,462.18604,1.468085
898,898,5.945945946,6.416666667,137,291,0.34351145,0.444444444,1,male,1,0,0,1,1,70,137,291,416.21622,449.16666,2.1240876
899,899,3.292929293,1.96969697,915,975,0.594155844,0.558758315,1,female,1,0,0,1,5.9166665,47.830986,154.64789,164.78873,157.50406,94.21255,1.0655738
900,900,1,1.5,11,19,0.5,0.181818182,1,male,0,0,1,1,6.0833335,0.82191783,1.8082192,3.1232877,0.82191783,1.2328768,1.7272727
901,901,3.067164179,1.643939394,395,522,0.683651805,0.6484375,1,male,1,0,0,1,9,45.555557,43.88889,58,139.72638,74.89057,1.321519
902,902,6.461362335,5.996983409,3834,7309,0.566775244,0.566162822,1,male,0,0,1,1,8.75,303.54285,438.17142,835.3143,1961.3003,1820.3414,1.9063641
903,903,6.020833333,4.333333333,408,248,0.542372881,0.556109726,1,male,1,0,0,1,0.8333333,147.6,489.6,297.6,888.67505,639.60004,0.60784316
904,904,1,0,0,19,0.769230769,1,1,female,0,0,0,,9,0.5555556,0,2.1111112,0.5555556,0,
905,905,3.5,2,48,37,0.424242424,0.416666667,1,male,0,0,0,,0.75,2.6666667,64,49.333332,9.333334,5.3333335,0.7708333
906,906,1.617647059,1.222222222,225,61,0.580645161,0.52360515,1,female,1,0,0,1,0.75,80,300,81.333336,129.41176,97.77778,0.2711111
907,907,3.159090909,2.102564103,379,129,0.741666667,0.651595745,1,female,1,0,0,1,0.75,185.33333,505.33334,172,585.4848,389.6752,0.3403694
908,908,4.565217391,3.5,117,72,0.577464789,0.555555556,1,female,1,0,0,1,0.75,88,156,96,401.73914,308,0.61538464
909,909,12.54545455,6.016129032,1522,783,0.784210526,0.747027741,1,female,0,0,1,1,0.75,106.666664,2029.3334,1044,1338.1818,641.7204,0.51445466
910,910,19,2,5,77,0.492957746,0.6,1,male,0,0,1,1,0.75,4,6.6666665,102.666664,76,8,15.4
911,911,2.666666667,3.125,87,94,0.516853933,0.458823529,1,female,1,0,0,1,0.6666667,66,130.5,141,176,206.25,1.0804597
912,912,1,1,49,78,0.7,0.456521739,1,male,0,0,0,,5.1666665,3.096774,9.4838705,15.096774,3.096774,3.096774,1.5918367
913,913,8.583333333,4.666666667,188,69,0.397260274,0.378947368,1,male,1,0,0,1,0.5833333,22.285715,322.2857,118.28571,191.28572,104,0.36702126
914,914,42.22222222,5.5,1020,311,0.837662338,0.836734694,1,female,1,0,0,1,0.6666667,31.5,1530,466.5,1330,173.25,0.30490196
915,915,9.934826884,6.125256674,596,5885,0.322318841,0.467116358,1,male,0,0,1,1,6.25,160.16,95.36,941.6,1591.1619,981.0211,9.874161
916,916,11.13953488,5.125,335,361,0.674285714,0.657575758,1,female,0,1,0,1,0.5833333,75.42857,574.2857,618.8571,840.2392,386.57144,1.0776119
917,917,26.36096458,32.50207469,2507,22160,0.335281112,0.314052953,1,male,0,0,1,1,8.833333,218.15094,283.8113,2508.6792,5750.6694,7090.358,8.839251
918,918,1.904761905,1.761904762,76,105,0.222222222,0.302631579,1,male,0,0,0,,8.833333,6.226415,8.603773,11.886792,11.8598385,10.97035,1.3815789
